#    L    TT             EE             TE             PP             TP          
   872    0.21364E+04    0.14769E+02    0.33045E+02    0.28108E+06    0.12981E+03
   873    0.21265E+04    0.14977E+02    0.34351E+02    0.28048E+06    0.12904E+03
   874    0.21166E+04    0.15191E+02    0.35631E+02    0.27989E+06    0.12827E+03
   875    0.21065E+04    0.15407E+02    0.36886E+02    0.27930E+06    0.12750E+03
   876    0.20963E+04    0.15629E+02    0.38116E+02    0.27872E+06    0.12672E+03
   877    0.20861E+04    0.15855E+02    0.39318E+02    0.27813E+06    0.12595E+03
   878    0.20757E+04    0.16084E+02    0.40494E+02    0.27755E+06    0.12516E+03
   879    0.20652E+04    0.16319E+02    0.41643E+02    0.27696E+06    0.12438E+03
   880    0.20547E+04    0.16557E+02    0.42764E+02    0.27638E+06    0.12360E+03
   881    0.20440E+04    0.16798E+02    0.43857E+02    0.27580E+06    0.12281E+03
   882    0.20332E+04    0.17044E+02    0.44921E+02    0.27522E+06    0.12202E+03
   883    0.20225E+04    0.17295E+02    0.45956E+02    0.27465E+06    0.12123E+03
   884    0.20115E+04    0.17547E+02    0.46964E+02    0.27407E+06    0.12043E+03
   885    0.20004E+04    0.17804E+02    0.47941E+02    0.27350E+06    0.11964E+03
   886    0.19893E+04    0.18065E+02    0.48888E+02    0.27293E+06    0.11884E+03
   887    0.19781E+04    0.18328E+02    0.49806E+02    0.27236E+06    0.11804E+03
   888    0.19669E+04    0.18595E+02    0.50694E+02    0.27179E+06    0.11724E+03
   889    0.19555E+04    0.18864E+02    0.51551E+02    0.27122E+06    0.11644E+03
   890    0.19441E+04    0.19138E+02    0.52376E+02    0.27066E+06    0.11563E+03
   891    0.19327E+04    0.19414E+02    0.53172E+02    0.27009E+06    0.11483E+03
   892    0.19212E+04    0.19692E+02    0.53937E+02    0.26953E+06    0.11402E+03
   893    0.19095E+04    0.19974E+02    0.54670E+02    0.26897E+06    0.11321E+03
   894    0.18980E+04    0.20258E+02    0.55371E+02    0.26841E+06    0.11240E+03
   895    0.18863E+04    0.20543E+02    0.56043E+02    0.26785E+06    0.11159E+03
   896    0.18745E+04    0.20832E+02    0.56682E+02    0.26730E+06    0.11078E+03
   897    0.18627E+04    0.21124E+02    0.57290E+02    0.26674E+06    0.10996E+03
   898    0.18510E+04    0.21416E+02    0.57865E+02    0.26619E+06    0.10915E+03
   899    0.18392E+04    0.21712E+02    0.58409E+02    0.26564E+06    0.10833E+03
   900    0.18273E+04    0.22009E+02    0.58920E+02    0.26509E+06    0.10752E+03
   901    0.18154E+04    0.22307E+02    0.59400E+02    0.26454E+06    0.10670E+03
   902    0.18035E+04    0.22607E+02    0.59847E+02    0.26399E+06    0.10588E+03
   903    0.17914E+04    0.22909E+02    0.60262E+02    0.26345E+06    0.10506E+03
   904    0.17796E+04    0.23211E+02    0.60643E+02    0.26290E+06    0.10424E+03
   905    0.17676E+04    0.23516E+02    0.60992E+02    0.26236E+06    0.10342E+03
   906    0.17555E+04    0.23821E+02    0.61308E+02    0.26182E+06    0.10260E+03
   907    0.17436E+04    0.24127E+02    0.61592E+02    0.26128E+06    0.10178E+03
   908    0.17317E+04    0.24434E+02    0.61843E+02    0.26074E+06    0.10096E+03
   909    0.17197E+04    0.24742E+02    0.62060E+02    0.26020E+06    0.10014E+03
   910    0.17077E+04    0.25052E+02    0.62246E+02    0.25966E+06    0.99317E+02
   911    0.16957E+04    0.25360E+02    0.62398E+02    0.25913E+06    0.98495E+02
   912    0.16837E+04    0.25670E+02    0.62518E+02    0.25860E+06    0.97673E+02
   913    0.16715E+04    0.25979E+02    0.62605E+02    0.25807E+06    0.96851E+02
   914    0.16596E+04    0.26288E+02    0.62660E+02    0.25754E+06    0.96030E+02
   915    0.16476E+04    0.26598E+02    0.62683E+02    0.25701E+06    0.95208E+02
   916    0.16357E+04    0.26907E+02    0.62672E+02    0.25648E+06    0.94387E+02
   917    0.16238E+04    0.27217E+02    0.62631E+02    0.25595E+06    0.93566E+02
   918    0.16120E+04    0.27526E+02    0.62556E+02    0.25543E+06    0.92745E+02
   919    0.16002E+04    0.27834E+02    0.62450E+02    0.25491E+06    0.91925E+02
   920    0.15883E+04    0.28142E+02    0.62311E+02    0.25438E+06    0.91106E+02
   921    0.15766E+04    0.28449E+02    0.62141E+02    0.25386E+06    0.90287E+02
   922    0.15649E+04    0.28755E+02    0.61939E+02    0.25334E+06    0.89469E+02
   923    0.15532E+04    0.29059E+02    0.61706E+02    0.25283E+06    0.88652E+02
   924    0.15415E+04    0.29364E+02    0.61441E+02    0.25231E+06    0.87835E+02
   925    0.15300E+04    0.29666E+02    0.61145E+02    0.25180E+06    0.87020E+02
   926    0.15184E+04    0.29967E+02    0.60819E+02    0.25128E+06    0.86205E+02
   927    0.15070E+04    0.30267E+02    0.60462E+02    0.25077E+06    0.85392E+02
   928    0.14956E+04    0.30565E+02    0.60075E+02    0.25026E+06    0.84579E+02
   929    0.14843E+04    0.30862E+02    0.59658E+02    0.24975E+06    0.83768E+02
   930    0.14730E+04    0.31155E+02    0.59211E+02    0.24924E+06    0.82959E+02
   931    0.14618E+04    0.31448E+02    0.58734E+02    0.24873E+06    0.82150E+02
   932    0.14507E+04    0.31738E+02    0.58229E+02    0.24823E+06    0.81343E+02
   933    0.14396E+04    0.32026E+02    0.57695E+02    0.24772E+06    0.80538E+02
   934    0.14286E+04    0.32313E+02    0.57133E+02    0.24722E+06    0.79734E+02
   935    0.14177E+04    0.32596E+02    0.56541E+02    0.24672E+06    0.78932E+02
   936    0.14070E+04    0.32876E+02    0.55922E+02    0.24622E+06    0.78131E+02
   937    0.13962E+04    0.33155E+02    0.55275E+02    0.24572E+06    0.77333E+02
   938    0.13856E+04    0.33430E+02    0.54601E+02    0.24522E+06    0.76536E+02
   939    0.13751E+04    0.33702E+02    0.53900E+02    0.24473E+06    0.75742E+02
   940    0.13646E+04    0.33972E+02    0.53172E+02    0.24423E+06    0.74949E+02
   941    0.13542E+04    0.34238E+02    0.52418E+02    0.24374E+06    0.74158E+02
   942    0.13439E+04    0.34501E+02    0.51638E+02    0.24324E+06    0.73370E+02
   943    0.13338E+04    0.34760E+02    0.50833E+02    0.24275E+06    0.72584E+02
   944    0.13238E+04    0.35016E+02    0.50002E+02    0.24226E+06    0.71800E+02
   945    0.13138E+04    0.35268E+02    0.49147E+02    0.24177E+06    0.71019E+02
   946    0.13040E+04    0.35517E+02    0.48267E+02    0.24129E+06    0.70240E+02
   947    0.12943E+04    0.35762E+02    0.47364E+02    0.24080E+06    0.69464E+02
   948    0.12845E+04    0.36005E+02    0.46438E+02    0.24031E+06    0.68690E+02
   949    0.12751E+04    0.36242E+02    0.45489E+02    0.23983E+06    0.67919E+02
   950    0.12657E+04    0.36475E+02    0.44517E+02    0.23935E+06    0.67151E+02
   951    0.12564E+04    0.36705E+02    0.43524E+02    0.23887E+06    0.66386E+02
   952    0.12473E+04    0.36931E+02    0.42510E+02    0.23839E+06    0.65624E+02
   953    0.12382E+04    0.37152E+02    0.41474E+02    0.23791E+06    0.64864E+02
   954    0.12293E+04    0.37369E+02    0.40418E+02    0.23743E+06    0.64108E+02
   955    0.12205E+04    0.37581E+02    0.39341E+02    0.23695E+06    0.63354E+02
   956    0.12118E+04    0.37789E+02    0.38245E+02    0.23648E+06    0.62604E+02
   957    0.12033E+04    0.37991E+02    0.37130E+02    0.23601E+06    0.61857E+02
   958    0.11948E+04    0.38189E+02    0.35996E+02    0.23553E+06    0.61112E+02
   959    0.11866E+04    0.38383E+02    0.34843E+02    0.23506E+06    0.60371E+02
   960    0.11784E+04    0.38571E+02    0.33675E+02    0.23459E+06    0.59634E+02
   961    0.11703E+04    0.38755E+02    0.32489E+02    0.23412E+06    0.58899E+02
   962    0.11625E+04    0.38933E+02    0.31286E+02    0.23365E+06    0.58167E+02
   963    0.11548E+04    0.39107E+02    0.30068E+02    0.23319E+06    0.57439E+02
   964    0.11472E+04    0.39275E+02    0.28835E+02    0.23272E+06    0.56715E+02
   965    0.11397E+04    0.39439E+02    0.27587E+02    0.23226E+06    0.55993E+02
   966    0.11324E+04    0.39597E+02    0.26325E+02    0.23179E+06    0.55275E+02
   967    0.11251E+04    0.39751E+02    0.25049E+02    0.23133E+06    0.54561E+02
   968    0.11180E+04    0.39897E+02    0.23760E+02    0.23087E+06    0.53850E+02
   969    0.11112E+04    0.40038E+02    0.22460E+02    0.23041E+06    0.53142E+02
   970    0.11044E+04    0.40175E+02    0.21146E+02    0.22995E+06    0.52438E+02
   971    0.10978E+04    0.40306E+02    0.19821E+02    0.22950E+06    0.51737E+02
   972    0.10913E+04    0.40431E+02    0.18486E+02    0.22904E+06    0.51041E+02
   973    0.10849E+04    0.40549E+02    0.17140E+02    0.22858E+06    0.50347E+02
   974    0.10787E+04    0.40663E+02    0.15783E+02    0.22813E+06    0.49658E+02
   975    0.10727E+04    0.40772E+02    0.14419E+02    0.22768E+06    0.48972E+02
   976    0.10668E+04    0.40873E+02    0.13045E+02    0.22723E+06    0.48290E+02
   977    0.10611E+04    0.40969E+02    0.11664E+02    0.22678E+06    0.47612E+02
   978    0.10554E+04    0.41060E+02    0.10276E+02    0.22633E+06    0.46937E+02
   979    0.10501E+04    0.41145E+02    0.88810E+01    0.22588E+06    0.46267E+02
   980    0.10448E+04    0.41223E+02    0.74797E+01    0.22543E+06    0.45600E+02
   981    0.10396E+04    0.41295E+02    0.60727E+01    0.22499E+06    0.44937E+02
   982    0.10346E+04    0.41362E+02    0.46609E+01    0.22454E+06    0.44278E+02
   983    0.10298E+04    0.41423E+02    0.32444E+01    0.22410E+06    0.43624E+02
   984    0.10251E+04    0.41476E+02    0.18240E+01    0.22366E+06    0.42973E+02
   985    0.10206E+04    0.41524E+02    0.40010E+00    0.22321E+06    0.42326E+02
   986    0.10161E+04    0.41566E+02   -0.10264E+01    0.22277E+06    0.41684E+02
   987    0.10118E+04    0.41602E+02   -0.24555E+01    0.22234E+06    0.41045E+02
   988    0.10077E+04    0.41633E+02   -0.38861E+01    0.22190E+06    0.40411E+02
   989    0.10038E+04    0.41657E+02   -0.53168E+01    0.22146E+06    0.39781E+02
   990    0.10000E+04    0.41678E+02   -0.67492E+01    0.22102E+06    0.39155E+02
   991    0.99638E+03    0.41690E+02   -0.81812E+01    0.22059E+06    0.38534E+02
   992    0.99287E+03    0.41696E+02   -0.96129E+01    0.22016E+06    0.37917E+02
   993    0.98944E+03    0.41695E+02   -0.11043E+02    0.21972E+06    0.37304E+02
   994    0.98623E+03    0.41690E+02   -0.12472E+02    0.21929E+06    0.36695E+02
   995    0.98324E+03    0.41678E+02   -0.13898E+02    0.21886E+06    0.36092E+02
   996    0.98032E+03    0.41658E+02   -0.15321E+02    0.21843E+06    0.35492E+02
   997    0.97754E+03    0.41635E+02   -0.16742E+02    0.21801E+06    0.34897E+02
   998    0.97491E+03    0.41604E+02   -0.18157E+02    0.21758E+06    0.34307E+02
   999    0.97242E+03    0.41568E+02   -0.19568E+02    0.21715E+06    0.33721E+02
  1000    0.97008E+03    0.41526E+02   -0.20975E+02    0.21673E+06    0.33140E+02
  1001    0.96789E+03    0.41478E+02   -0.22375E+02    0.21630E+06    0.32563E+02
  1002    0.96577E+03    0.41423E+02   -0.23769E+02    0.21588E+06    0.31991E+02
  1003    0.96386E+03    0.41363E+02   -0.25157E+02    0.21546E+06    0.31424E+02
  1004    0.96210E+03    0.41297E+02   -0.26537E+02    0.21504E+06    0.30861E+02
  1005    0.96057E+03    0.41225E+02   -0.27908E+02    0.21462E+06    0.30303E+02
  1006    0.95910E+03    0.41146E+02   -0.29272E+02    0.21420E+06    0.29750E+02
  1007    0.95771E+03    0.41062E+02   -0.30627E+02    0.21378E+06    0.29201E+02
  1008    0.95624E+03    0.40972E+02   -0.31972E+02    0.21337E+06    0.28658E+02
  1009    0.95514E+03    0.40876E+02   -0.33307E+02    0.21295E+06    0.28119E+02
  1010    0.95419E+03    0.40776E+02   -0.34631E+02    0.21254E+06    0.27584E+02
  1011    0.95331E+03    0.40670E+02   -0.35945E+02    0.21212E+06    0.27055E+02
  1012    0.95257E+03    0.40557E+02   -0.37248E+02    0.21171E+06    0.26530E+02
  1013    0.95199E+03    0.40441E+02   -0.38538E+02    0.21130E+06    0.26010E+02
  1014    0.95155E+03    0.40318E+02   -0.39817E+02    0.21089E+06    0.25494E+02
  1015    0.95111E+03    0.40190E+02   -0.41082E+02    0.21048E+06    0.24984E+02
  1016    0.95089E+03    0.40056E+02   -0.42334E+02    0.21007E+06    0.24478E+02
  1017    0.95082E+03    0.39918E+02   -0.43573E+02    0.20966E+06    0.23977E+02
  1018    0.95083E+03    0.39773E+02   -0.44797E+02    0.20926E+06    0.23481E+02
  1019    0.95090E+03    0.39624E+02   -0.46008E+02    0.20885E+06    0.22990E+02
  1020    0.95120E+03    0.39468E+02   -0.47203E+02    0.20845E+06    0.22503E+02
  1021    0.95158E+03    0.39308E+02   -0.48383E+02    0.20805E+06    0.22022E+02
  1022    0.95203E+03    0.39143E+02   -0.49547E+02    0.20764E+06    0.21545E+02
  1023    0.95262E+03    0.38973E+02   -0.50693E+02    0.20724E+06    0.21073E+02
  1024    0.95330E+03    0.38797E+02   -0.51823E+02    0.20684E+06    0.20606E+02
  1025    0.95404E+03    0.38618E+02   -0.52934E+02    0.20644E+06    0.20144E+02
  1026    0.95516E+03    0.38433E+02   -0.54028E+02    0.20605E+06    0.19687E+02
  1027    0.95613E+03    0.38245E+02   -0.55105E+02    0.20565E+06    0.19234E+02
  1028    0.95718E+03    0.38052E+02   -0.56161E+02    0.20525E+06    0.18787E+02
  1029    0.95837E+03    0.37853E+02   -0.57201E+02    0.20486E+06    0.18345E+02
  1030    0.95964E+03    0.37651E+02   -0.58221E+02    0.20446E+06    0.17907E+02
  1031    0.96084E+03    0.37445E+02   -0.59220E+02    0.20407E+06    0.17474E+02
  1032    0.96234E+03    0.37233E+02   -0.60204E+02    0.20368E+06    0.17047E+02
  1033    0.96384E+03    0.37017E+02   -0.61166E+02    0.20329E+06    0.16624E+02
  1034    0.96556E+03    0.36799E+02   -0.62107E+02    0.20290E+06    0.16206E+02
  1035    0.96728E+03    0.36576E+02   -0.63029E+02    0.20251E+06    0.15793E+02
  1036    0.96908E+03    0.36348E+02   -0.63930E+02    0.20212E+06    0.15386E+02
  1037    0.97096E+03    0.36117E+02   -0.64811E+02    0.20173E+06    0.14983E+02
  1038    0.97299E+03    0.35883E+02   -0.65670E+02    0.20134E+06    0.14585E+02
  1039    0.97509E+03    0.35645E+02   -0.66504E+02    0.20096E+06    0.14193E+02
  1040    0.97713E+03    0.35403E+02   -0.67319E+02    0.20058E+06    0.13805E+02
  1041    0.97939E+03    0.35158E+02   -0.68110E+02    0.20019E+06    0.13422E+02
  1042    0.98165E+03    0.34909E+02   -0.68880E+02    0.19981E+06    0.13045E+02
  1043    0.98399E+03    0.34657E+02   -0.69625E+02    0.19943E+06    0.12672E+02
  1044    0.98648E+03    0.34402E+02   -0.70349E+02    0.19905E+06    0.12305E+02
  1045    0.98890E+03    0.34145E+02   -0.71052E+02    0.19867E+06    0.11942E+02
  1046    0.99147E+03    0.33884E+02   -0.71726E+02    0.19829E+06    0.11585E+02
  1047    0.99412E+03    0.33620E+02   -0.72387E+02    0.19791E+06    0.11233E+02
  1048    0.99670E+03    0.33354E+02   -0.73020E+02    0.19753E+06    0.10886E+02
  1049    0.99943E+03    0.33085E+02   -0.73623E+02    0.19716E+06    0.10544E+02
  1050    0.10022E+04    0.32813E+02   -0.74206E+02    0.19678E+06    0.10207E+02
  1051    0.10050E+04    0.32539E+02   -0.74768E+02    0.19641E+06    0.98751E+01
  1052    0.10079E+04    0.32263E+02   -0.75301E+02    0.19604E+06    0.95486E+01
  1053    0.10107E+04    0.31984E+02   -0.75813E+02    0.19566E+06    0.92271E+01
  1054    0.10136E+04    0.31704E+02   -0.76304E+02    0.19529E+06    0.89107E+01
  1055    0.10165E+04    0.31422E+02   -0.76766E+02    0.19492E+06    0.85995E+01
  1056    0.10195E+04    0.31138E+02   -0.77207E+02    0.19455E+06    0.82932E+01
  1057    0.10225E+04    0.30852E+02   -0.77620E+02    0.19418E+06    0.79921E+01
  1058    0.10258E+04    0.30565E+02   -0.78011E+02    0.19382E+06    0.76959E+01
  1059    0.10289E+04    0.30276E+02   -0.78373E+02    0.19345E+06    0.74048E+01
  1060    0.10320E+04    0.29985E+02   -0.78714E+02    0.19308E+06    0.71187E+01
  1061    0.10352E+04    0.29694E+02   -0.79026E+02    0.19272E+06    0.68376E+01
  1062    0.10384E+04    0.29401E+02   -0.79317E+02    0.19235E+06    0.65614E+01
  1063    0.10415E+04    0.29108E+02   -0.79579E+02    0.19199E+06    0.62902E+01
  1064    0.10448E+04    0.28813E+02   -0.79827E+02    0.19163E+06    0.60240E+01
  1065    0.10480E+04    0.28517E+02   -0.80047E+02    0.19127E+06    0.57627E+01
  1066    0.10512E+04    0.28221E+02   -0.80237E+02    0.19091E+06    0.55063E+01
  1067    0.10545E+04    0.27925E+02   -0.80398E+02    0.19055E+06    0.52547E+01
  1068    0.10578E+04    0.27628E+02   -0.80538E+02    0.19019E+06    0.50081E+01
  1069    0.10610E+04    0.27331E+02   -0.80664E+02    0.18983E+06    0.47663E+01
  1070    0.10644E+04    0.27033E+02   -0.80760E+02    0.18947E+06    0.45294E+01
  1071    0.10676E+04    0.26736E+02   -0.80828E+02    0.18912E+06    0.42974E+01
  1072    0.10709E+04    0.26437E+02   -0.80867E+02    0.18876E+06    0.40701E+01
  1073    0.10742E+04    0.26140E+02   -0.80884E+02    0.18841E+06    0.38477E+01
  1074    0.10774E+04    0.25843E+02   -0.80879E+02    0.18805E+06    0.36300E+01
  1075    0.10807E+04    0.25545E+02   -0.80852E+02    0.18770E+06    0.34171E+01
  1076    0.10839E+04    0.25249E+02   -0.80797E+02    0.18735E+06    0.32090E+01
  1077    0.10872E+04    0.24953E+02   -0.80727E+02    0.18700E+06    0.30056E+01
  1078    0.10904E+04    0.24658E+02   -0.80613E+02    0.18665E+06    0.28070E+01
  1079    0.10936E+04    0.24363E+02   -0.80492E+02    0.18630E+06    0.26130E+01
  1080    0.10968E+04    0.24068E+02   -0.80349E+02    0.18595E+06    0.24238E+01
  1081    0.10999E+04    0.23777E+02   -0.80177E+02    0.18560E+06    0.22393E+01
  1082    0.11030E+04    0.23485E+02   -0.79983E+02    0.18526E+06    0.20594E+01
  1083    0.11061E+04    0.23195E+02   -0.79767E+02    0.18491E+06    0.18842E+01
  1084    0.11092E+04    0.22906E+02   -0.79529E+02    0.18457E+06    0.17136E+01
  1085    0.11123E+04    0.22619E+02   -0.79262E+02    0.18422E+06    0.15476E+01
  1086    0.11153E+04    0.22333E+02   -0.78987E+02    0.18388E+06    0.13863E+01
  1087    0.11183E+04    0.22050E+02   -0.78669E+02    0.18354E+06    0.12295E+01
  1088    0.11212E+04    0.21766E+02   -0.78343E+02    0.18319E+06    0.10773E+01
  1089    0.11241E+04    0.21485E+02   -0.77987E+02    0.18285E+06    0.92969E+00
  1090    0.11270E+04    0.21207E+02   -0.77625E+02    0.18251E+06    0.78661E+00
  1091    0.11298E+04    0.20930E+02   -0.77225E+02    0.18217E+06    0.64807E+00
  1092    0.11327E+04    0.20655E+02   -0.76811E+02    0.18184E+06    0.51405E+00
  1093    0.11354E+04    0.20383E+02   -0.76374E+02    0.18150E+06    0.38453E+00
  1094    0.11380E+04    0.20113E+02   -0.75923E+02    0.18116E+06    0.25949E+00
  1095    0.11407E+04    0.19846E+02   -0.75457E+02    0.18083E+06    0.13893E+00
  1096    0.11433E+04    0.19580E+02   -0.74961E+02    0.18049E+06    0.22823E-01
  1097    0.11458E+04    0.19318E+02   -0.74443E+02    0.18016E+06   -0.88843E-01
  1098    0.11483E+04    0.19059E+02   -0.73910E+02    0.17982E+06   -0.19608E+00
  1099    0.11508E+04    0.18802E+02   -0.73362E+02    0.17949E+06   -0.29891E+00
  1100    0.11532E+04    0.18549E+02   -0.72792E+02    0.17916E+06   -0.39735E+00
